term	estimate	std.error	statistic	p.value	conf.low	conf.high
OLD	1.466373035007431	0.11042764621885941	3.466451037542169	5.273777774778265e-4	1.180995609176511	1.8207094599583133
SEXF	0.6986705954038483	0.11630140238654126	-3.0831605782432807	0.002048146049288699	0.5562583362697001	0.8775429850732063
ISS1	0.7329623492112419	0.14608124340049228	-2.1266312944474226	0.033450730188859405	0.5504743490539076	0.9759470287482036
ISS3	1.3978554666083558	0.12876925641186274	2.6010808943767905	0.009293053764897766	1.0860596515359329	1.7991644407040335
HB_m_105	1.380374847887621	0.12670913244451265	2.544055704350259	0.010957360886329573	1.0768173098895595	1.7695060277924006
PLT_m_150	1.3626257366965444	0.13371633714109007	2.31395455279989	0.020670215208891667	1.048472478085879	1.7709085713890498
MMrisk_allclass1q&13+	1.4879095932596869	0.15338544878070967	2.5906771503160226	0.00957873070847144	1.1015763748463774	2.009733513051192
MMrisk_allclassdel 13q only	1.3099021330939582	0.14525807507755065	1.8584331832590006	0.06310752366071998	0.9853600528091302	1.7413366752513058
MMrisk_allclassgain 1q only 	1.069436489316426	0.17602940478902523	0.38136733081133406	0.7029306988367873	0.7573881347831705	1.5100505964605135
SeqFISH_Del_1p_CDKN2C	1.4639454102082354	0.15900301744299689	2.397030778811543	0.01652853525520369	1.071966636089356	1.9992564058599231
SeqFISH_Del_TP53	1.219602843141665	0.1793350596138204	1.1070075631896374	0.26829065838599764	0.8581597648831537	1.7332799274290844
HyperDiploidy	1.0188827879359195	0.14375129579443216	0.13013253871343092	0.8964615668290972	0.7687106551814187	1.35047189544559
IgH_translocation_typet(11;14)	1.1552374528406022	0.17973349575015096	0.8028882380346759	0.422039334945924	0.8122352461535436	1.6430874906816801
IgH_translocation_typet(14;16)	1.1726106138321346	0.28852283974913645	0.5518889152149353	0.5810244633754568	0.6661357385434958	2.064167364264593
IgH_translocation_typet(14;20)	0.956977014955641	0.43226015389741534	-0.10173481231455099	0.918967169260266	0.41016726493646904	2.232759865161981
IgH_translocation_typet(4;14)	0.95982256578785	0.182137437003528	-0.22514228585776636	0.8218685859502854	0.6716689755912072	1.371597306522418
IgH_translocation_typet(6;14)	0.5270817716497349	0.7182895632378157	-0.8915618586605465	0.37262782151740564	0.1289640942548205	2.1542057547931712
