term	estimate	std.error	statistic	p.value	conf.low	conf.high
OLD	1.9441113676496495	0.168923523423271	3.9355382767927596	8.301043206696786e-5	1.39615352082552	2.7071299491404073
SEXF	0.5366024825340356	0.18115566053403512	-3.4362587001239953	5.898074871958174e-4	0.3762293738217477	0.7653369042846535
ISS1	0.467621626979359	0.25699505408853496	-2.9576281229395502	0.003100158825896516	0.2825790768119139	0.7738364371696589
ISS3	1.8409450967029286	0.1790079976866886	3.409228007420563	6.514700546573829e-4	1.296190853842494	2.614644933674542
HB_m_105	1.0952499278693628	0.1865371286144163	0.4877451611375623	0.625730359027274	0.7598581772403862	1.578679338365996
PLT_m_150	1.9290034266408316	0.1778648304839086	3.6938359793586577	2.208963149989362e-4	1.3612383656830631	2.733580182428125
MMrisk_allclass1q&13+	1.6591433653346075	0.2272306568459001	2.228138716932107	0.025871266167152605	1.0628325069656883	2.5900193009647143
MMrisk_allclassdel 13q only	1.044038447933822	0.22639175979309817	0.19036168253002922	0.8490257215247125	0.6699023126206789	1.627127209786582
MMrisk_allclassgain 1q only 	1.1962346234530925	0.2576137900367091	0.6955326798273276	0.48672153843160104	0.7219965340048691	1.9819724984141154
SeqFISH_Del_1p_CDKN2C	2.154942770810441	0.20650779564446847	3.7178459260512393	2.009287470128017e-4	1.4376593284711379	3.230096486353657
SeqFISH_Del_TP53	1.7511700146393043	0.23463537332245307	2.3878929097337136	0.01694527867790416	1.1056211050960496	2.7736413551054766
HyperDiploidy	1.096311069967394	0.20912406104747416	0.4396957995081332	0.6601574452820862	0.7276576104493996	1.651735575734256
IgH_translocation_typet(11;14)	1.2189079075790137	0.26899639453196383	0.7359031725110716	0.4617896264282671	0.7194502177408894	2.0650997810855327
IgH_translocation_typet(14;16)	1.771675052306813	0.39610527671560203	1.4438723489113412	0.14877488597519653	0.8151145527137152	3.85078696057678
IgH_translocation_typet(14;20)	1.461871855201691	0.5357820315688911	0.7087167631085558	0.4785002601721607	0.511506094710704	4.177993856044884
IgH_translocation_typet(4;14)	1.1275506404874125	0.2655565542414721	0.45206078865870675	0.6512251906598905	0.6700294737936127	1.8974843594047488
IgH_translocation_typet(6;14)	1.1172036585753637	1.0190416240461526	0.10875790275921002	0.9133945144192763	0.15160814928779834	8.232697388613465
