Univariate


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	OLD	2.352940323624786	0.15863565766915583	5.3939055075671	6.894248355674404e-8	1.724169649362693	3.211011264805591
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	OLD	1.6747122583691625	0.10324447103554842	4.994372670032018	5.902731980789632e-7	1.367912588193278	2.0503219083876565


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	SEXM	1.754230057934067	0.16985790396998898	3.308824812334649	9.368844012135042e-4	1.257486230405945	2.447202221185301
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	SEXM	1.3462544139603778	0.10862247818103289	2.7372440140369156	0.0061956317886468675	1.0880967651593993	1.665661552483611


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	D_LAB_serum_beta2_microglobulin	1.078190070556182	0.010236462605919382	7.354471716746523	1.916836859745727e-13	1.0567737942762951	1.1000403629823632
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	D_LAB_serum_beta2_microglobulin	1.0576728672118965	0.008402452476099704	6.6731810207850755	2.5031731124891823e-11	1.0403972196015432	1.0752353744896292


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	D_LAB_chem_albumin	0.9394216100532273	0.01202013003647748	-5.198854035887747	2.005209051252931e-7	0.9175484228360684	0.9618162262294793
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	D_LAB_chem_albumin	0.9680736504238812	0.008341269083133844	-3.889948774924315	1.0026538474600008e-4	0.9523756835668425	0.9840303661840016


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	HB_m_105	1.9529732157597277	0.1585894816375893	4.220664135351491	2.435836257679183e-5	1.431214329021193	2.664942841987445
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	HB_m_105	1.7728778965438599	0.10462788882154453	5.472767948320287	4.4306011665628176e-8	1.444173611153403	2.176397637915235
Univariate


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	OLD	2.352940323624786	0.15863565766915583	5.3939055075671	6.894248355674404e-8	1.724169649362693	3.211011264805591
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	OLD	1.6747122583691625	0.10324447103554842	4.994372670032018	5.902731980789632e-7	1.367912588193278	2.0503219083876565


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	SEXM	1.754230057934067	0.16985790396998898	3.308824812334649	9.368844012135042e-4	1.257486230405945	2.447202221185301
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	SEXM	1.3462544139603778	0.10862247818103289	2.7372440140369156	0.0061956317886468675	1.0880967651593993	1.665661552483611


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	D_LAB_serum_beta2_microglobulin	1.078190070556182	0.010236462605919382	7.354471716746523	1.916836859745727e-13	1.0567737942762951	1.1000403629823632
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	D_LAB_serum_beta2_microglobulin	1.0576728672118965	0.008402452476099704	6.6731810207850755	2.5031731124891823e-11	1.0403972196015432	1.0752353744896292


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	D_LAB_chem_albumin	0.9394216100532273	0.01202013003647748	-5.198854035887747	2.005209051252931e-7	0.9175484228360684	0.9618162262294793
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	D_LAB_chem_albumin	0.9680736504238812	0.008341269083133844	-3.889948774924315	1.0026538474600008e-4	0.9523756835668425	0.9840303661840016


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	HB_m_105	1.9529732157597277	0.1585894816375893	4.220664135351491	2.435836257679183e-5	1.431214329021193	2.664942841987445
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	HB_m_105	1.7728778965438599	0.10462788882154453	5.472767948320287	4.4306011665628176e-8	1.444173611153403	2.176397637915235


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	PLT_m_150	2.869160743775721	0.16159954309356311	6.522416728774896	6.9183474143438575e-11	2.0902638015614197	3.93829877715641
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	PLT_m_150	1.9647404592009412	0.12141245209132774	5.562527921419922	2.658944714918497e-8	1.5486694166555017	2.492594630271452


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	PC_M_60	2.301011352361119	0.7638790412391724	1.090943329657667	0.2752978195260395	0.5148772971494378	10.283330170135713
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	PC_M_60	1.753842988316977	0.559044612611619	1.0049455104588307	0.31492308847894634	0.5863150928064219	5.246266496305574


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	D_LAB_chem_ldh	1.138029219440315	0.03498232627638833	3.696095293571951	2.18940821849689e-4	1.0626161270713492	1.218794324032476
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	D_LAB_chem_ldh	1.09577951116042	0.026996957538218076	3.3880111197427794	7.040141007346241e-4	1.0393057351428217	1.1553219581858312


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	R_ISS	2.527178230572681	0.1530839969147406	6.056174225284439	1.393970220217562e-9	1.872106440829143	3.4114672487595707
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	R_ISS	1.8427580935498995	0.10163190089343056	6.014483718283628	1.804609029034309e-9	1.5099379356299403	2.248938390919335


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	D_IM_LIGHT_CHAIN_BY_FLOWBi-Clonal	1.0349914299930646e-6	1575.6083812194381	-0.00874653725871609	0.9930213619407584	0	Inf
OS	D_IM_LIGHT_CHAIN_BY_FLOWkappa	0.3398313406692577	1.0268564845967314	-1.0510775921406648	0.293222954653014	0.0454152390480676	2.5428764115682645
OS	D_IM_LIGHT_CHAIN_BY_FLOWKappa	0.6808580106887098	0.2144578744902947	-1.7924335801469393	0.07306353977583246	0.44720811727953896	1.0365814322400198
OS	D_IM_LIGHT_CHAIN_BY_FLOWlambda	3.6858570724219195	0.7301871271172392	1.7865325671401495	0.07401306900964473	0.8810530947325825	15.419663627021444
OS	D_IM_LIGHT_CHAIN_BY_FLOWLambda	0.8157603258806746	0.22691914074933867	-0.8973887560684931	0.36951151027432627	0.5228879781816281	1.2726720388468968
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	D_IM_LIGHT_CHAIN_BY_FLOWBi-Clonal	6.278109023718447e-7	1188.891589121863	-0.012012051357216075	0.9904160001572895	0	Inf
PFS	D_IM_LIGHT_CHAIN_BY_FLOWkappa	0.5616634202628447	0.6032045043286142	-0.9563133244006548	0.33891396013419217	0.17219777490868113	1.8319969455392366
PFS	D_IM_LIGHT_CHAIN_BY_FLOWKappa	0.6956967455271762	0.15117367256150463	-2.4001627922278264	0.016387781962445825	0.5172978916420543	0.9356194362222638
PFS	D_IM_LIGHT_CHAIN_BY_FLOWlambda	1.4541923266987196	0.7192051495042121	0.5206451105504364	0.6026140181394977	0.3551675795028712	5.954021270717758
PFS	D_IM_LIGHT_CHAIN_BY_FLOWLambda	0.8175901133911708	0.1601658559813281	-1.257410017908067	0.20860520353364756	0.5973133307676294	1.1191004102586046


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	sctflag	0.22199668428485936	0.17530750548921534	-8.5854443520547	9.048599609555369e-18	0.1574434032322054	0.31301741973137603
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	sctflag	0.3614208892331902	0.10641002398260314	-9.564062327381832	1.132231388365258e-21	0.2933843026530802	0.4452353380629602


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	SeqWGS_WHSC1_CALL	1.2790054750672104	0.2064714864296741	1.1918488483975138	0.23332051804242238	0.8533428534019314	1.916996197636637
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	SeqWGS_WHSC1_CALL	1.1876122935568354	0.14603624260271084	1.177411938205394	0.23903112720066894	0.8920073018654877	1.5811787155303074


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	SeqWGS_CCND1_CALL	0.8768084148021636	0.19588742634519068	-0.671134273972076	0.5021349945493873	0.5972621998248264	1.2871951322105528
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	SeqWGS_CCND1_CALL	0.9554457031034455	0.130389499140989	-0.3495476465062912	0.7266782070764896	0.7399770810390355	1.2336550887454862


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	SeqWGS_MAF_CALL	1.1606838446422558	0.36209797109126207	0.4115166738248753	0.680693717525718	0.5708152769973248	2.3601102519543145
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	SeqWGS_MAF_CALL	1.1819077685603598	0.24186615169893655	0.6910015509928364	0.48956456635855417	0.7357101465437138	1.8987178305829289


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	SeqWGS_MAFB_CALL	2.5280798659090333	0.4542969109532676	2.041528449680105	0.04119832902388302	1.0377495606226268	6.158699604343907
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	SeqWGS_MAFB_CALL	1.639326692509969	0.38184064737937407	1.2944813695995412	0.1954992004189403	0.7756077894713813	3.46488526966352


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	SeqWGS_CCND3_CALL	0.4526718916325867	1.003107669022841	-0.7901322474542791	0.42945053884889817	0.06337773761871113	3.233183278125218
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	SeqWGS_CCND3_CALL	0.34392922166832757	0.709382146067175	-1.504576059123803	0.13243310521980955	0.08563314598702772	1.3813262160811017


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	HyperdiploidYes	0.6833755434561621	0.27050537369535355	-1.4074054105218674	0.15930720775419752	0.4021655269294117	1.1612187075297815
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	HyperdiploidYes	0.764460342668726	0.17329664705087458	-1.5498576174567198	0.12117569414877259	0.5443078369799215	1.073656441832094


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	DEL_maj_broad_chr_17p	1.9487871309127662	0.24327895600858218	2.742560252077183	0.006096226466237926	1.2097203327588542	3.1393795563889713
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	DEL_maj_broad_chr_17p	1.315630423529299	0.19073281747642712	1.438221088049423	0.15037133362054575	0.9052777351941186	1.9119915844884106


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	DEL_maj_broad_chr_1p	1.6314109030670592	0.27916355376014895	1.7532561773465052	0.07955804402828995	0.9439280952288921	2.819601988857735
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	DEL_maj_broad_chr_1p	1.4350419757916153	0.20358564147948147	1.7741629398893612	0.07603620235410126	0.9628800584253336	2.138735197872617


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	DEL_maj_focal_TP53	1.8025089159811467	0.22009046095709087	2.676988062342178	0.00742872817478249	1.170943881386643	2.7747174256924985
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	DEL_maj_focal_TP53	1.2283960265635672	0.17133876159936007	1.2005997534668538	0.22990649673733915	0.8780001390682644	1.7186293383489302


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	AMP_maj_broad_chr_1q	1.7834278651845041	0.15383408315077313	3.7607873853452443	1.6937935388189e-4	1.3192033303458055	2.4110119169293003
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	AMP_maj_broad_chr_1q	1.3917418921735878	0.1078671752328269	3.0644737077503765	0.0021805333992116122	1.126528008483583	1.7193939962826459


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	MMrisk_1q_all	1.6491730094189723	0.1527726881213711	3.2746295296995815	0.0010580062272684617	1.2224352666074678	2.224879868317286
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	MMrisk_1q_all	1.3805663682070597	0.10561154163253603	3.0535850697036313	0.002261245997638623	1.1224334019535462	1.6980637726097467


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	DEL_maj_broad_chr_13q	1.3123195858801686	0.15256500477814786	1.78151108803484	0.07482899512971282	0.9731416107879041	1.769714372906459
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	DEL_maj_broad_chr_13q	1.2895822197731717	0.10333378638429967	2.4611340992831963	0.013849858893962575	1.0531522457708724	1.5790901156345383


surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
OS	MMrisk_13_all	1.388991923912621	0.15241222477838762	2.155852326906845	0.03109519802143259	1.0303059305262676	1.872549218181266
surv	term	estimate	std.error	statistic	p.value	conf.low	conf.high
PFS	MMrisk_13_all	1.3877709536032259	0.10300017236435818	3.1815367093795612	0.0014649595597040618	1.134080512218233	1.698211193046408


