term	estimate	std.error	statistic	p.value	conf.low	conf.high
OLD	1.6768633125511063	0.356207782019797	1.4511894419120133	0.1467271160445295	0.8342439183171287	3.370561663370697
SEXM	1.1919616148730277	0.14332354888866528	1.2252024681117286	0.22049894479619173	0.9000466999944147	1.5785541920652923
ISS1	0.983846067501018	0.1664520320745179	-0.09784097815244285	0.9220585676067738	0.7099747892660464	1.3633626139568455
ISS3	1.4006796910215458	0.1716088350455638	1.9635213554400324	0.04958562554842656	1.0006106626545368	1.9607062667465949
HB_m_105	1.3647127882811643	0.16063663186630017	1.9356979249943835	0.052904708756839544	0.9961095693365466	1.8697149910311763
PLT_m_150	1.4864533995283278	0.17517310059182914	2.2628646321962003	0.023644035207657933	1.054492960903308	2.0953612692459944
MMrisk_class_t_CCND21q&13+_pure	1.3768339120768234	0.22003506386589838	1.4533438038358215	0.14612832089180236	0.8945144661645038	2.119218518145407
MMrisk_class_t_CCND2del 13q only	0.8911218933699614	0.18980149417453027	-0.6073400857069738	0.5436252410518445	0.6142961436081044	1.2926960996028436
MMrisk_class_t_CCND2gain 1q only 	1.3210064268655317	0.23699981349292604	1.1746586909802181	0.24013129230345773	0.8301762858869898	2.1020330374235603
MMrisk_class_t_CCND2t&1q&13+	2.3792234225328976	0.2328283092625464	3.7228039155986363	1.970225329074233e-4	1.5074794846168247	3.755078694001603
FISH_Del_17p	2.142193164624011	0.19599820332562023	3.8869241380595403	1.0152246441782488e-4	1.458897083478239	3.145521097088604
FISH_Del_1p36	1.012601373551386	0.2076442534104377	0.06030813185081985	0.9519102254562876	0.6740488983178342	1.521197563377167
HyperDiploidy	0.8672123619712128	0.16985440437806487	-0.8387853931690636	0.4015897488963237	0.6216488418851123	1.209778302610718
FISH_T_4_14_pure	1.2991952543023624	0.25273287643510056	1.0356588399820112	0.30036133100821477	0.7916766047531363	2.1320679412120684
FISH_T_14_16_pure	3.562108209031635	0.5097840103361058	2.4919427392341924	0.012704651741461293	1.3115298273335607	9.674667421516045
FISH_T_14_20_pure	4.776405606733467	0.6262830210780636	2.4967758120371473	0.012532816285577349	1.3996135083940513	16.30025030710961
FISH_T_11_14	1.1316215278772945	0.21518516005796814	0.5746287732519011	0.5655423881168131	0.7422244567692231	1.725310006530146
FISH_T_6_14	0.9329363094879878	0.7327345064480721	-0.09473874106977886	0.9245223454297276	0.22189486562544325	3.922443879482296
